source,site_id,lat,lon,coord_precision_km,date,species,common_name,taxon_group,n_detections,n_events,ecotypes
dclde,dclde:Cpe_Elz,47.36,-124.68,1.0,2011-10-07,Orcinus orca,Killer whale,toothed whale,3,1,SRKW
dclde,dclde:Cpe_Elz,47.36,-124.68,1.0,2011-10-09,Megaptera novaeangliae,Humpback whale,baleen whale,85,1,
dclde,dclde:Cpe_Elz,47.36,-124.68,1.0,2011-10-09,Orcinus orca,Killer whale,toothed whale,8,1,SRKW
dclde,dclde:Cpe_Elz,47.36,-124.68,1.0,2011-12-10,Orcinus orca,Killer whale,toothed whale,294,3,TKW
dclde,dclde:Cpe_Elz,47.36,-124.68,1.0,2011-12-13,Orcinus orca,Killer whale,toothed whale,35,3,TKW
dclde,dclde:Cpe_Elz,47.36,-124.68,1.0,2011-12-21,Orcinus orca,Killer whale,toothed whale,9,3,TKW
dclde,dclde:Cpe_Elz,47.36,-124.68,1.0,2012-01-03,Orcinus orca,Killer whale,toothed whale,5,1,TKW
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-05-21,Orcinus orca,Killer whale,toothed whale,78,5,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-05-22,Orcinus orca,Killer whale,toothed whale,59,3,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-05-25,Orcinus orca,Killer whale,toothed whale,94,7,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-05-29,Orcinus orca,Killer whale,toothed whale,12,4,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-06-02,Orcinus orca,Killer whale,toothed whale,431,27,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-06-03,Orcinus orca,Killer whale,toothed whale,115,5,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-06-06,Orcinus orca,Killer whale,toothed whale,5,1,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-06-08,Orcinus orca,Killer whale,toothed whale,29,5,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-06-18,Orcinus orca,Killer whale,toothed whale,464,12,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-06-24,Orcinus orca,Killer whale,toothed whale,434,9,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-08-11,Orcinus orca,Killer whale,toothed whale,116,6,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-08-31,Orcinus orca,Killer whale,toothed whale,118,9,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-09-10,Orcinus orca,Killer whale,toothed whale,186,8,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-09-11,Orcinus orca,Killer whale,toothed whale,98,4,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2019-10-05,Orcinus orca,Killer whale,toothed whale,709,22,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2020-06-21,Orcinus orca,Killer whale,toothed whale,570,12,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2020-06-22,Orcinus orca,Killer whale,toothed whale,42,4,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2020-06-23,Orcinus orca,Killer whale,toothed whale,231,9,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2020-06-28,Orcinus orca,Killer whale,toothed whale,1176,38,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2020-07-01,Orcinus orca,Killer whale,toothed whale,53,6,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2020-07-02,Orcinus orca,Killer whale,toothed whale,268,10,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2021-05-19,Orcinus orca,Killer whale,toothed whale,94,9,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2021-05-20,Orcinus orca,Killer whale,toothed whale,4,2,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2021-05-23,Orcinus orca,Killer whale,toothed whale,28,6,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2021-05-27,Orcinus orca,Killer whale,toothed whale,333,22,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2021-06-05,Orcinus orca,Killer whale,toothed whale,12,2,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2021-06-07,Orcinus orca,Killer whale,toothed whale,36,4,SAR
dclde,dclde:Field_HTI,60.15,-147.59,50.0,2021-06-08,Orcinus orca,Killer whale,toothed whale,565,36,SAR
dclde,dclde:Field_SondTrap,60.15,-147.59,50.0,2021-06-16,Orcinus orca,Killer whale,toothed whale,172,10,SAR
dclde,dclde:Field_SondTrap,60.15,-147.59,50.0,2021-06-18,Orcinus orca,Killer whale,toothed whale,260,12,SAR
dclde,dclde:Field_SondTrap,60.15,-147.59,50.0,2021-06-20,Orcinus orca,Killer whale,toothed whale,7,3,SAR
dclde,dclde:Field_SondTrap,60.15,-147.59,50.0,2021-06-22,Orcinus orca,Killer whale,toothed whale,917,30,SAR
dclde,dclde:Field_SondTrap,60.15,-147.59,50.0,2021-06-23,Orcinus orca,Killer whale,toothed whale,264,12,SAR
dclde,dclde:Field_SondTrap,60.15,-147.59,50.0,2021-06-27,Orcinus orca,Killer whale,toothed whale,7,4,SAR
dclde,dclde:Field_SondTrap,60.15,-147.59,50.0,2021-06-30,Orcinus orca,Killer whale,toothed whale,91,10,SAR
dclde,dclde:HE_67391498,60.31,-146.97,5.0,2019-07-02,Orcinus orca,Killer whale,toothed whale,4,1,TKW
dclde,dclde:HE_67391498,60.31,-146.97,5.0,2019-07-16,Orcinus orca,Killer whale,toothed whale,5,2,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2019-10-23,Orcinus orca,Killer whale,toothed whale,3,2,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2019-12-11,Orcinus orca,Killer whale,toothed whale,6,3,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2020-03-07,Orcinus orca,Killer whale,toothed whale,35,5,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2020-03-29,Orcinus orca,Killer whale,toothed whale,3,1,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2020-04-15,Orcinus orca,Killer whale,toothed whale,134,10,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2020-04-28,Orcinus orca,Killer whale,toothed whale,78,14,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2020-05-06,Orcinus orca,Killer whale,toothed whale,3,3,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2020-05-12,Orcinus orca,Killer whale,toothed whale,7,4,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2020-05-28,Orcinus orca,Killer whale,toothed whale,18,3,TKW
dclde,dclde:HE_67424266,60.31,-146.97,5.0,2020-05-30,Orcinus orca,Killer whale,toothed whale,7,3,TKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-07-18,Orcinus orca,Killer whale,toothed whale,50,22,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-07-19,Orcinus orca,Killer whale,toothed whale,294,72,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-07-23,Orcinus orca,Killer whale,toothed whale,275,77,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-07-25,Orcinus orca,Killer whale,toothed whale,156,37,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-07-26,Orcinus orca,Killer whale,toothed whale,87,35,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-08-04,Orcinus orca,Killer whale,toothed whale,517,120,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-08-19,Orcinus orca,Killer whale,toothed whale,80,22,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-08-20,Orcinus orca,Killer whale,toothed whale,13,5,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-08-22,Orcinus orca,Killer whale,toothed whale,100,44,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-05,Orcinus orca,Killer whale,toothed whale,949,150,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-06,Orcinus orca,Killer whale,toothed whale,400,66,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-10,Orcinus orca,Killer whale,toothed whale,13,5,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-11,Orcinus orca,Killer whale,toothed whale,15,7,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-13,Orcinus orca,Killer whale,toothed whale,45,15,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-14,Orcinus orca,Killer whale,toothed whale,25,11,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-20,Orcinus orca,Killer whale,toothed whale,184,82,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-22,Orcinus orca,Killer whale,toothed whale,7,3,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-23,Orcinus orca,Killer whale,toothed whale,113,29,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-24,Orcinus orca,Killer whale,toothed whale,13,9,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-25,Orcinus orca,Killer whale,toothed whale,5,4,
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-27,Orcinus orca,Killer whale,toothed whale,575,131,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-09-30,Orcinus orca,Killer whale,toothed whale,503,99,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-10-15,Orcinus orca,Killer whale,toothed whale,391,122,SRKW
dclde,dclde:HaroStraitNorth,48.52,-123.19,1.0,2017-10-24,Orcinus orca,Killer whale,toothed whale,43,26,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-07-18,Orcinus orca,Killer whale,toothed whale,63,27,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-07-19,Orcinus orca,Killer whale,toothed whale,285,63,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-07-23,Orcinus orca,Killer whale,toothed whale,294,99,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-07-24,Orcinus orca,Killer whale,toothed whale,2,2,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-07-25,Orcinus orca,Killer whale,toothed whale,50,18,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-07-26,Orcinus orca,Killer whale,toothed whale,154,56,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-08-04,Orcinus orca,Killer whale,toothed whale,603,147,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-08-19,Orcinus orca,Killer whale,toothed whale,57,20,TKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-08-21,Orcinus orca,Killer whale,toothed whale,28,8,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-08-22,Orcinus orca,Killer whale,toothed whale,44,28,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-05,Orcinus orca,Killer whale,toothed whale,860,138,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-06,Orcinus orca,Killer whale,toothed whale,263,57,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-10,Orcinus orca,Killer whale,toothed whale,13,4,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-12,Orcinus orca,Killer whale,toothed whale,46,10,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-13,Orcinus orca,Killer whale,toothed whale,281,71,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-14,Orcinus orca,Killer whale,toothed whale,34,16,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-20,Orcinus orca,Killer whale,toothed whale,303,114,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-23,Orcinus orca,Killer whale,toothed whale,133,38,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-24,Orcinus orca,Killer whale,toothed whale,11,5,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-27,Orcinus orca,Killer whale,toothed whale,492,134,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-09-30,Orcinus orca,Killer whale,toothed whale,371,83,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-10-15,Orcinus orca,Killer whale,toothed whale,340,98,SRKW
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-10-16,Orcinus orca,Killer whale,toothed whale,12,8,
dclde,dclde:HaroStraitSouth,48.52,-123.21,1.0,2017-10-24,Orcinus orca,Killer whale,toothed whale,47,23,
dclde,dclde:KB_5354,59.88,-151.85,5.0,2021-07-30,Orcinus orca,Killer whale,toothed whale,22,5,TKW
dclde,dclde:KB_5354,59.88,-151.85,5.0,2021-08-08,Orcinus orca,Killer whale,toothed whale,10,5,TKW
dclde,dclde:KB_67383303,59.88,-151.85,5.0,2022-05-13,Orcinus orca,Killer whale,toothed whale,450,27,OKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-08-13,Orcinus orca,Killer whale,toothed whale,69,5,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-09-20,Orcinus orca,Killer whale,toothed whale,6,3,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-09-21,Orcinus orca,Killer whale,toothed whale,9,4,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-11-05,Orcinus orca,Killer whale,toothed whale,9,2,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-11-15,Orcinus orca,Killer whale,toothed whale,7,2,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-11-17,Orcinus orca,Killer whale,toothed whale,3,2,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-11-18,Orcinus orca,Killer whale,toothed whale,32,6,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-11-28,Orcinus orca,Killer whale,toothed whale,30,7,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-12-05,Orcinus orca,Killer whale,toothed whale,9,4,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-12-08,Orcinus orca,Killer whale,toothed whale,6,2,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2020-12-27,Orcinus orca,Killer whale,toothed whale,31,5,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2021-01-14,Orcinus orca,Killer whale,toothed whale,2,1,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2021-01-31,Orcinus orca,Killer whale,toothed whale,13,4,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2021-02-06,Orcinus orca,Killer whale,toothed whale,36,10,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2021-02-07,Orcinus orca,Killer whale,toothed whale,4,1,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2021-02-11,Orcinus orca,Killer whale,toothed whale,9,3,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2021-03-05,Orcinus orca,Killer whale,toothed whale,10,4,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2021-03-21,Orcinus orca,Killer whale,toothed whale,1,1,TKW
dclde,dclde:KB_67424266,59.88,-151.85,5.0,2021-03-29,Orcinus orca,Killer whale,toothed whale,13,3,TKW
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2016-11-06,Megaptera novaeangliae,Humpback whale,baleen whale,139,10,
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2019-07-05,Megaptera novaeangliae,Humpback whale,baleen whale,1,1,
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2019-07-05,Orcinus orca,Killer whale,toothed whale,407,45,SRKW
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2019-07-06,Orcinus orca,Killer whale,toothed whale,68,15,SRKW
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2019-08-17,Orcinus orca,Killer whale,toothed whale,108,8,SRKW
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2019-08-22,Orcinus orca,Killer whale,toothed whale,213,8,SRKW
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2019-08-25,Orcinus orca,Killer whale,toothed whale,185,8,
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2019-08-27,Orcinus orca,Killer whale,toothed whale,143,8,
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2019-09-21,Orcinus orca,Killer whale,toothed whale,37,7,
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2020-07-26,Orcinus orca,Killer whale,toothed whale,64,8,
dclde,dclde:LimeKiln,48.51,-123.15,1.0,2020-09-13,Orcinus orca,Killer whale,toothed whale,36,5,
dclde,dclde:MS_5360,60.18,-147.82,5.0,2020-09-18,Orcinus orca,Killer whale,toothed whale,6,3,TKW
dclde,dclde:MS_5360,60.18,-147.82,5.0,2020-11-04,Orcinus orca,Killer whale,toothed whale,57,14,TKW
dclde,dclde:MS_5360,60.18,-147.82,5.0,2020-12-04,Orcinus orca,Killer whale,toothed whale,12,4,TKW
dclde,dclde:MS_5360,60.18,-147.82,5.0,2021-06-03,Orcinus orca,Killer whale,toothed whale,22,5,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-06-04,Orcinus orca,Killer whale,toothed whale,21,4,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-06-12,Orcinus orca,Killer whale,toothed whale,4,1,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-06-14,Orcinus orca,Killer whale,toothed whale,7,2,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-06-25,Orcinus orca,Killer whale,toothed whale,12,5,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-07-01,Orcinus orca,Killer whale,toothed whale,15,3,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-07-02,Orcinus orca,Killer whale,toothed whale,37,9,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-07-19,Orcinus orca,Killer whale,toothed whale,3,1,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-07-20,Orcinus orca,Killer whale,toothed whale,4,1,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-08-16,Orcinus orca,Killer whale,toothed whale,3,1,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-09-04,Orcinus orca,Killer whale,toothed whale,3,1,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-09-05,Orcinus orca,Killer whale,toothed whale,3,2,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-10-27,Orcinus orca,Killer whale,toothed whale,19,5,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2019-12-29,Orcinus orca,Killer whale,toothed whale,5,1,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2020-01-21,Orcinus orca,Killer whale,toothed whale,35,5,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2020-01-24,Orcinus orca,Killer whale,toothed whale,5,1,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2020-03-07,Orcinus orca,Killer whale,toothed whale,74,5,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2020-03-15,Orcinus orca,Killer whale,toothed whale,39,5,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2020-04-12,Orcinus orca,Killer whale,toothed whale,79,9,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2020-05-01,Orcinus orca,Killer whale,toothed whale,37,7,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2020-05-26,Orcinus orca,Killer whale,toothed whale,11,3,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2020-05-28,Orcinus orca,Killer whale,toothed whale,39,9,TKW
dclde,dclde:MS_671879205,60.18,-147.82,5.0,2020-06-01,Orcinus orca,Killer whale,toothed whale,9,3,TKW
dclde,dclde:MS_6897,60.18,-147.82,5.0,2023-04-28,Orcinus orca,Killer whale,toothed whale,373,20,OKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-02-10,Orcinus orca,Killer whale,toothed whale,59,1,OKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-02-14,Orcinus orca,Killer whale,toothed whale,21,1,OKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-03-24,Orcinus orca,Killer whale,toothed whale,25,1,OKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-03-25,Orcinus orca,Killer whale,toothed whale,79,2,OKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-03-30,Orcinus orca,Killer whale,toothed whale,96,1,TKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-04-01,Orcinus orca,Killer whale,toothed whale,144,1,TKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-04-14,Orcinus orca,Killer whale,toothed whale,15,2,TKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-04-19,Orcinus orca,Killer whale,toothed whale,3,1,TKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-07-07,Orcinus orca,Killer whale,toothed whale,15,2,TKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-07-08,Orcinus orca,Killer whale,toothed whale,6,1,TKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-07-09,Orcinus orca,Killer whale,toothed whale,132,2,OKW
dclde,dclde:Quin_Can,47.5,-125.35,1.0,2011-08-09,Orcinus orca,Killer whale,toothed whale,31,1,OKW
dclde,dclde:RB_335826997,59.73,-149.53,5.0,2019-11-21,Orcinus orca,Killer whale,toothed whale,8,2,TKW
dclde,dclde:RB_335826997,59.73,-149.53,5.0,2020-02-24,Orcinus orca,Killer whale,toothed whale,4,2,TKW
dclde,dclde:RB_67424266,59.73,-149.53,5.0,2019-06-10,Orcinus orca,Killer whale,toothed whale,5,1,TKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2015-09-29,Orcinus orca,Killer whale,toothed whale,184,6,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2015-09-30,Orcinus orca,Killer whale,toothed whale,83,9,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2015-10-16,Orcinus orca,Killer whale,toothed whale,112,16,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2015-12-26,Megaptera novaeangliae,Humpback whale,baleen whale,51,6,
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2015-12-27,Orcinus orca,Killer whale,toothed whale,32,7,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-06-07,Orcinus orca,Killer whale,toothed whale,25,8,TKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-07-30,Orcinus orca,Killer whale,toothed whale,25,5,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-08-08,Orcinus orca,Killer whale,toothed whale,46,9,TKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-08-09,Orcinus orca,Killer whale,toothed whale,113,6,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-08-17,Orcinus orca,Killer whale,toothed whale,39,4,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-08-21,Orcinus orca,Killer whale,toothed whale,25,2,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-08-30,Orcinus orca,Killer whale,toothed whale,20,4,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-08-31,Orcinus orca,Killer whale,toothed whale,161,13,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-09-05,Orcinus orca,Killer whale,toothed whale,16,3,
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-09-15,Orcinus orca,Killer whale,toothed whale,22,5,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-09-19,Orcinus orca,Killer whale,toothed whale,27,3,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-09-22,Orcinus orca,Killer whale,toothed whale,239,14,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2016-09-26,Orcinus orca,Killer whale,toothed whale,39,7,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2017-02-07,Orcinus orca,Killer whale,toothed whale,62,6,
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2017-05-30,Orcinus orca,Killer whale,toothed whale,61,6,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2017-11-04,Orcinus orca,Killer whale,toothed whale,118,11,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2018-01-12,Orcinus orca,Killer whale,toothed whale,382,51,TKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2018-01-17,Orcinus orca,Killer whale,toothed whale,1,1,TKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2018-03-12,Orcinus orca,Killer whale,toothed whale,7,2,SRKW
dclde,dclde:StraitofGeorgia,49.04,-123.32,1.0,2018-03-15,Orcinus orca,Killer whale,toothed whale,29,7,TKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-06-24,Orcinus orca,Killer whale,toothed whale,2,1,
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-06-28,Orcinus orca,Killer whale,toothed whale,52,21,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-07-10,Orcinus orca,Killer whale,toothed whale,87,9,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-07-11,Megaptera novaeangliae,Humpback whale,baleen whale,21,8,
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-07-11,Orcinus orca,Killer whale,toothed whale,793,62,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-07-12,Orcinus orca,Killer whale,toothed whale,61,21,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-07-13,Orcinus orca,Killer whale,toothed whale,323,93,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-07-23,Orcinus orca,Killer whale,toothed whale,191,57,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-07-25,Orcinus orca,Killer whale,toothed whale,191,26,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-07-26,Orcinus orca,Killer whale,toothed whale,14,4,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-07-29,Orcinus orca,Killer whale,toothed whale,168,26,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-08-04,Orcinus orca,Killer whale,toothed whale,860,85,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-08-09,Orcinus orca,Killer whale,toothed whale,106,26,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-09-03,Orcinus orca,Killer whale,toothed whale,34,14,SRKW
dclde,dclde:Tekteksen,48.78,-123.05,1.0,2022-10-03,Orcinus orca,Killer whale,toothed whale,247,60,SRKW
dclde,dclde:bush_point,48.03,-122.61,1.0,2020-09-29,Orcinus orca,Killer whale,toothed whale,510,48,SRKW
