clip,window,species,common_name,tape,orig_sr,duration_s,pad_s,gain_db,split
8800501P,2,Balaena mysticetus,Bowhead whale,88005,10000,4.315,0.0,4.53,train
8800501Q,0,Balaena mysticetus,Bowhead whale,88005,10000,2.017,0.0,25.34,train
8800501R,0,Balaena mysticetus,Bowhead whale,88005,10000,2.468,0.0,-3.83,train
8800501S,0,Balaena mysticetus,Bowhead whale,88005,10000,2.576,0.0,17.83,train
8800501T,0,Balaena mysticetus,Bowhead whale,88005,10000,2.608,0.0,0.51,train
8800501U,0,Balaena mysticetus,Bowhead whale,88005,10000,3.51,0.0,0.64,train
8800501U,1,Balaena mysticetus,Bowhead whale,88005,10000,3.51,0.0,-12.99,train
8800501V,0,Balaena mysticetus,Bowhead whale,88005,10000,2.825,0.0,-6.09,train
8800501W,0,Balaena mysticetus,Bowhead whale,88005,10000,3.027,0.0,4.44,train
8800501W,1,Balaena mysticetus,Bowhead whale,88005,10000,3.027,0.0,28.22,train
8800501X,0,Balaena mysticetus,Bowhead whale,88005,10000,2.415,0.0,9.47,train
8800501Y,0,Balaena mysticetus,Bowhead whale,88005,10000,2.512,0.0,24.73,train
8800501Z,0,Balaena mysticetus,Bowhead whale,88005,10000,4.669,0.0,7.48,train
8800501Z,1,Balaena mysticetus,Bowhead whale,88005,10000,4.669,0.0,-6.71,train
8800501Z,2,Balaena mysticetus,Bowhead whale,88005,10000,4.669,0.0,11.74,train
88005020,0,Balaena mysticetus,Bowhead whale,88005,10000,2.351,0.0,5.51,train
88005021,0,Balaena mysticetus,Bowhead whale,88005,10000,2.415,0.0,12.74,train
88005022,0,Balaena mysticetus,Bowhead whale,88005,10000,2.544,0.0,-0.09,train
88005023,0,Balaena mysticetus,Bowhead whale,88005,10000,4.122,0.0,-5.86,train
88005023,1,Balaena mysticetus,Bowhead whale,88005,10000,4.122,0.0,-3.46,train
88005023,2,Balaena mysticetus,Bowhead whale,88005,10000,4.122,0.0,4.84,train
88005024,0,Balaena mysticetus,Bowhead whale,88005,10000,3.864,0.0,-5.55,train
88005024,1,Balaena mysticetus,Bowhead whale,88005,10000,3.864,0.0,5.55,train
88005025,0,Balaena mysticetus,Bowhead whale,88005,10000,4.154,0.0,-7.36,train
88005025,1,Balaena mysticetus,Bowhead whale,88005,10000,4.154,0.0,-8.95,train
88005025,2,Balaena mysticetus,Bowhead whale,88005,10000,4.154,0.0,-0.49,train
88005026,0,Balaena mysticetus,Bowhead whale,88005,10000,2.866,0.0,-4.81,train
88005027,0,Balaena mysticetus,Bowhead whale,88005,10000,2.512,0.0,5.37,train
88005028,0,Balaena mysticetus,Bowhead whale,88005,10000,2.318,0.0,24.08,train
88005029,0,Balaena mysticetus,Bowhead whale,88005,10000,3.123,0.0,-10.6,train
88005029,1,Balaena mysticetus,Bowhead whale,88005,10000,3.123,0.0,-0.58,train
8800502A,0,Balaena mysticetus,Bowhead whale,88005,10000,2.106,0.0,28.96,train
8800502B,0,Balaena mysticetus,Bowhead whale,88005,10000,2.267,0.0,2.71,train
8800502C,0,Balaena mysticetus,Bowhead whale,88005,10000,3.156,0.0,7.21,train
8800502C,1,Balaena mysticetus,Bowhead whale,88005,10000,3.156,0.0,22.73,train
8800502D,0,Balaena mysticetus,Bowhead whale,88005,10000,4.218,0.0,-12.81,train
8800502D,1,Balaena mysticetus,Bowhead whale,88005,10000,4.218,0.0,-20.08,train
8800502D,2,Balaena mysticetus,Bowhead whale,88005,10000,4.218,0.0,-1.27,train
8800502E,0,Balaena mysticetus,Bowhead whale,88005,10000,3.928,0.0,-21.26,train
8800502E,1,Balaena mysticetus,Bowhead whale,88005,10000,3.928,0.0,-10.96,train
8800502F,0,Balaena mysticetus,Bowhead whale,88005,10000,2.051,0.0,-29.58,train
8800502G,0,Balaena mysticetus,Bowhead whale,88005,10000,3.852,0.0,-10.83,train
8800502G,1,Balaena mysticetus,Bowhead whale,88005,10000,3.852,0.0,13.91,train
8800502H,0,Balaena mysticetus,Bowhead whale,88005,10000,2.304,0.0,6.62,train
8800502I,0,Balaena mysticetus,Bowhead whale,88005,10000,3.369,0.0,10.33,train
8800502I,1,Balaena mysticetus,Bowhead whale,88005,10000,3.369,0.0,-2.01,train
8800502J,0,Balaena mysticetus,Bowhead whale,88005,10000,2.244,0.0,6.37,train
8800502K,0,Balaena mysticetus,Bowhead whale,88005,10000,2.086,0.0,16.85,train
8800502L,0,Balaena mysticetus,Bowhead whale,88005,10000,1.725,0.275,8.78,train
8800502M,0,Balaena mysticetus,Bowhead whale,88005,10000,2.654,0.0,2.36,train
8800502N,0,Balaena mysticetus,Bowhead whale,88005,10000,2.433,0.0,5.14,train
8800502O,0,Balaena mysticetus,Bowhead whale,88005,10000,2.623,0.0,30.11,train
8800502P,0,Balaena mysticetus,Bowhead whale,88005,10000,3.697,0.0,12.95,train
8800502P,1,Balaena mysticetus,Bowhead whale,88005,10000,3.697,0.0,16.97,train
8800502Q,0,Balaena mysticetus,Bowhead whale,88005,10000,2.749,0.0,6.2,train
8800502R,0,Balaena mysticetus,Bowhead whale,88005,10000,2.212,0.0,25.23,train
8800502S,0,Balaena mysticetus,Bowhead whale,88005,10000,3.697,0.0,18.88,train
8800502S,1,Balaena mysticetus,Bowhead whale,88005,10000,3.697,0.0,-4.99,train
8800502T,0,Balaena mysticetus,Bowhead whale,88005,10000,2.528,0.0,6.95,train
8800502U,0,Balaena mysticetus,Bowhead whale,88005,10000,3.413,0.0,-21.52,train
8800502U,1,Balaena mysticetus,Bowhead whale,88005,10000,3.413,0.0,2.94,train
8800502V,0,Balaena mysticetus,Bowhead whale,88005,10000,2.844,0.0,6.47,train
8800502W,0,Balaena mysticetus,Bowhead whale,88005,10000,2.338,0.0,-10.7,train
8800502X,0,Balaena mysticetus,Bowhead whale,88005,10000,3.76,0.0,17.61,train
8800502X,1,Balaena mysticetus,Bowhead whale,88005,10000,3.76,0.0,25.07,train
8800502Y,0,Balaena mysticetus,Bowhead whale,88005,10000,3.567,0.0,15.11,train
8800502Y,1,Balaena mysticetus,Bowhead whale,88005,10000,3.567,0.0,29.81,train
8800502Z,0,Balaena mysticetus,Bowhead whale,88005,10000,2.268,0.0,-11.13,train
88005030,0,Balaena mysticetus,Bowhead whale,88005,10000,5.257,0.0,16.71,train
88005030,1,Balaena mysticetus,Bowhead whale,88005,10000,5.257,0.0,-6.97,train
88005030,2,Balaena mysticetus,Bowhead whale,88005,10000,5.257,0.0,9.04,train
88005030,3,Balaena mysticetus,Bowhead whale,88005,10000,5.257,0.0,-7.53,train
88005031,0,Balaena mysticetus,Bowhead whale,88005,10000,3.209,0.0,-9.47,train
88005031,1,Balaena mysticetus,Bowhead whale,88005,10000,3.209,0.0,-10.45,train
88005032,0,Balaena mysticetus,Bowhead whale,88005,10000,4.696,0.0,-3.65,train
88005032,1,Balaena mysticetus,Bowhead whale,88005,10000,4.696,0.0,22.42,train
88005032,2,Balaena mysticetus,Bowhead whale,88005,10000,4.696,0.0,10.56,train
88005033,0,Balaena mysticetus,Bowhead whale,88005,10000,3.34,0.0,-15.41,train
88005033,1,Balaena mysticetus,Bowhead whale,88005,10000,3.34,0.0,-42.62,train
88005034,0,Balaena mysticetus,Bowhead whale,88005,10000,4.218,0.0,20.77,train
88005034,1,Balaena mysticetus,Bowhead whale,88005,10000,4.218,0.0,6.04,train
88005034,2,Balaena mysticetus,Bowhead whale,88005,10000,4.218,0.0,12.87,train
88005035,0,Balaena mysticetus,Bowhead whale,88005,10000,3.952,0.0,-3.27,train
88005035,1,Balaena mysticetus,Bowhead whale,88005,10000,3.952,0.0,13.06,train
88005037,0,Balaena mysticetus,Bowhead whale,88005,10000,3.002,0.0,-14.83,train
88005037,1,Balaena mysticetus,Bowhead whale,88005,10000,3.002,0.0,12.38,train
88005038,0,Balaena mysticetus,Bowhead whale,88005,10000,4.37,0.0,-19.8,train
88005038,1,Balaena mysticetus,Bowhead whale,88005,10000,4.37,0.0,12.19,train
88005038,2,Balaena mysticetus,Bowhead whale,88005,10000,4.37,0.0,-6.69,train
88005039,0,Balaena mysticetus,Bowhead whale,88005,10000,7.182,0.0,17.4,train
88005039,1,Balaena mysticetus,Bowhead whale,88005,10000,7.182,0.0,-6.09,train
88005039,2,Balaena mysticetus,Bowhead whale,88005,10000,7.182,0.0,-14.76,train
88005039,3,Balaena mysticetus,Bowhead whale,88005,10000,7.182,0.0,-4.07,train
88005039,4,Balaena mysticetus,Bowhead whale,88005,10000,7.182,0.0,4.94,train
8800503A,0,Balaena mysticetus,Bowhead whale,88005,10000,9.652,0.0,-19.55,train
8800503A,1,Balaena mysticetus,Bowhead whale,88005,10000,9.652,0.0,12.52,train
8800503A,2,Balaena mysticetus,Bowhead whale,88005,10000,9.652,0.0,-8.16,train
8800503A,3,Balaena mysticetus,Bowhead whale,88005,10000,9.652,0.0,-5.44,train
8800503A,4,Balaena mysticetus,Bowhead whale,88005,10000,9.652,0.0,3.89,train
8800503B,0,Balaena mysticetus,Bowhead whale,88005,10000,7.752,0.0,-13.89,train
8800503B,1,Balaena mysticetus,Bowhead whale,88005,10000,7.752,0.0,20.3,train
8800503B,2,Balaena mysticetus,Bowhead whale,88005,10000,7.752,0.0,15.98,train
8800503B,3,Balaena mysticetus,Bowhead whale,88005,10000,7.752,0.0,21.2,train
8800503B,4,Balaena mysticetus,Bowhead whale,88005,10000,7.752,0.0,23.6,train
8800503C,0,Balaena mysticetus,Bowhead whale,88005,10000,4.037,0.0,-16.91,train
8800503C,1,Balaena mysticetus,Bowhead whale,88005,10000,4.037,0.0,15.36,train
8800503C,2,Balaena mysticetus,Bowhead whale,88005,10000,4.037,0.0,25.86,train
8800503D,0,Balaena mysticetus,Bowhead whale,88005,10000,5.671,0.0,22.59,train
8800503D,1,Balaena mysticetus,Bowhead whale,88005,10000,5.671,0.0,17.98,train
8800503D,2,Balaena mysticetus,Bowhead whale,88005,10000,5.671,0.0,-16.56,train
8800503D,3,Balaena mysticetus,Bowhead whale,88005,10000,5.671,0.0,14.9,train
8800503E,0,Balaena mysticetus,Bowhead whale,88005,10000,8.208,0.0,15.0,train
8800503E,1,Balaena mysticetus,Bowhead whale,88005,10000,8.208,0.0,-4.52,train
8800503E,2,Balaena mysticetus,Bowhead whale,88005,10000,8.208,0.0,-4.86,train
8800503E,3,Balaena mysticetus,Bowhead whale,88005,10000,8.208,0.0,0.52,train
8800503E,4,Balaena mysticetus,Bowhead whale,88005,10000,8.208,0.0,14.8,train
8800503F,0,Balaena mysticetus,Bowhead whale,88005,10000,5.206,0.0,-11.8,train
8800503F,1,Balaena mysticetus,Bowhead whale,88005,10000,5.206,0.0,20.84,train
8800503F,2,Balaena mysticetus,Bowhead whale,88005,10000,5.206,0.0,-12.04,train
8800503F,3,Balaena mysticetus,Bowhead whale,88005,10000,5.206,0.0,-2.53,train
8800503G,0,Balaena mysticetus,Bowhead whale,88005,10000,4.104,0.0,5.91,train
8800503G,1,Balaena mysticetus,Bowhead whale,88005,10000,4.104,0.0,-5.33,train
8800503G,2,Balaena mysticetus,Bowhead whale,88005,10000,4.104,0.0,14.4,train
8800503H,0,Balaena mysticetus,Bowhead whale,88005,10000,3.302,0.0,-16.07,train
8800503H,1,Balaena mysticetus,Bowhead whale,88005,10000,3.302,0.0,19.08,train
8800503I,0,Balaena mysticetus,Bowhead whale,88005,10000,2.392,0.0,2.17,train
8800503J,0,Balaena mysticetus,Bowhead whale,88005,10000,4.71,0.0,-0.26,train
8800503J,1,Balaena mysticetus,Bowhead whale,88005,10000,4.71,0.0,-17.93,train
8800503J,2,Balaena mysticetus,Bowhead whale,88005,10000,4.71,0.0,12.28,train
8800503K,0,Balaena mysticetus,Bowhead whale,88005,10000,8.276,0.0,19.95,train
8800503K,1,Balaena mysticetus,Bowhead whale,88005,10000,8.276,0.0,-4.72,train
8800503K,2,Balaena mysticetus,Bowhead whale,88005,10000,8.276,0.0,-5.0,train
8800503K,3,Balaena mysticetus,Bowhead whale,88005,10000,8.276,0.0,2.68,train
8800503K,4,Balaena mysticetus,Bowhead whale,88005,10000,8.276,0.0,16.94,train
8800503L,0,Balaena mysticetus,Bowhead whale,88005,10000,6.946,0.0,4.03,train
8800503L,1,Balaena mysticetus,Bowhead whale,88005,10000,6.946,0.0,-5.55,train
8800503L,2,Balaena mysticetus,Bowhead whale,88005,10000,6.946,0.0,4.47,train
8800503L,3,Balaena mysticetus,Bowhead whale,88005,10000,6.946,0.0,-0.17,train
8800503L,4,Balaena mysticetus,Bowhead whale,88005,10000,6.946,0.0,4.14,train
8800503M,0,Balaena mysticetus,Bowhead whale,88005,10000,3.336,0.0,-5.93,train
8800503M,1,Balaena mysticetus,Bowhead whale,88005,10000,3.336,0.0,-6.26,train
8800503N,0,Balaena mysticetus,Bowhead whale,88005,10000,5.122,0.0,16.47,train
8800503N,1,Balaena mysticetus,Bowhead whale,88005,10000,5.122,0.0,-2.24,train
8800503N,2,Balaena mysticetus,Bowhead whale,88005,10000,5.122,0.0,15.55,train
8800503N,3,Balaena mysticetus,Bowhead whale,88005,10000,5.122,0.0,-7.46,train
8800503O,0,Balaena mysticetus,Bowhead whale,88005,10000,2.015,0.0,23.43,train
8800503P,0,Balaena mysticetus,Bowhead whale,88005,10000,4.096,0.0,2.13,train
8800503P,1,Balaena mysticetus,Bowhead whale,88005,10000,4.096,0.0,19.6,train
8800503P,2,Balaena mysticetus,Bowhead whale,88005,10000,4.096,0.0,-5.57,train
8800503Q,0,Balaena mysticetus,Bowhead whale,88005,10000,3.101,0.0,-25.31,train
8800503Q,1,Balaena mysticetus,Bowhead whale,88005,10000,3.101,0.0,-13.44,train
8800503R,0,Balaena mysticetus,Bowhead whale,88005,10000,6.034,0.0,-6.85,train
8800503R,1,Balaena mysticetus,Bowhead whale,88005,10000,6.034,0.0,-11.48,train
8800503R,2,Balaena mysticetus,Bowhead whale,88005,10000,6.034,0.0,-17.99,train
8800503R,3,Balaena mysticetus,Bowhead whale,88005,10000,6.034,0.0,-3.91,train
8800503R,4,Balaena mysticetus,Bowhead whale,88005,10000,6.034,0.0,9.47,train
8800503S,0,Balaena mysticetus,Bowhead whale,88005,10000,5.793,0.0,8.3,train
8800503S,1,Balaena mysticetus,Bowhead whale,88005,10000,5.793,0.0,-2.18,train
8800503S,2,Balaena mysticetus,Bowhead whale,88005,10000,5.793,0.0,-3.82,train
8800503S,3,Balaena mysticetus,Bowhead whale,88005,10000,5.793,0.0,31.74,train
8800503T,0,Balaena mysticetus,Bowhead whale,88005,10000,6.549,0.0,-4.52,train
8800503T,1,Balaena mysticetus,Bowhead whale,88005,10000,6.549,0.0,21.2,train
8800503T,2,Balaena mysticetus,Bowhead whale,88005,10000,6.549,0.0,-9.86,train
8800503T,3,Balaena mysticetus,Bowhead whale,88005,10000,6.549,0.0,15.41,train
8800503T,4,Balaena mysticetus,Bowhead whale,88005,10000,6.549,0.0,-2.17,train
8800503U,0,Balaena mysticetus,Bowhead whale,88005,10000,6.489,0.0,7.14,train
8800503U,1,Balaena mysticetus,Bowhead whale,88005,10000,6.489,0.0,-15.64,train
8800503U,2,Balaena mysticetus,Bowhead whale,88005,10000,6.489,0.0,-3.91,train
8800503U,3,Balaena mysticetus,Bowhead whale,88005,10000,6.489,0.0,-6.86,train
8800503U,4,Balaena mysticetus,Bowhead whale,88005,10000,6.489,0.0,1.11,train
8800503V,0,Balaena mysticetus,Bowhead whale,88005,10000,7.34,0.0,-5.85,train
8800503V,1,Balaena mysticetus,Bowhead whale,88005,10000,7.34,0.0,-18.65,train
8800503V,2,Balaena mysticetus,Bowhead whale,88005,10000,7.34,0.0,-5.08,train
8800503V,3,Balaena mysticetus,Bowhead whale,88005,10000,7.34,0.0,-2.01,train
8800503V,4,Balaena mysticetus,Bowhead whale,88005,10000,7.34,0.0,7.71,train
8800503W,0,Balaena mysticetus,Bowhead whale,88005,10000,6.363,0.0,-8.31,train
8800503W,1,Balaena mysticetus,Bowhead whale,88005,10000,6.363,0.0,2.72,train
8800503W,2,Balaena mysticetus,Bowhead whale,88005,10000,6.363,0.0,-19.96,train
8800503W,3,Balaena mysticetus,Bowhead whale,88005,10000,6.363,0.0,-4.46,train
8800503W,4,Balaena mysticetus,Bowhead whale,88005,10000,6.363,0.0,13.74,train
8800503X,0,Balaena mysticetus,Bowhead whale,88005,10000,6.835,0.0,-27.02,train
8800503X,1,Balaena mysticetus,Bowhead whale,88005,10000,6.835,0.0,-5.92,train
8800503X,2,Balaena mysticetus,Bowhead whale,88005,10000,6.835,0.0,2.97,train
8800503X,3,Balaena mysticetus,Bowhead whale,88005,10000,6.835,0.0,-24.13,train
8800503X,4,Balaena mysticetus,Bowhead whale,88005,10000,6.835,0.0,16.83,train
8800503Y,0,Balaena mysticetus,Bowhead whale,88005,10000,2.678,0.0,-11.57,train
8800503Z,0,Balaena mysticetus,Bowhead whale,88005,10000,3.308,0.0,-3.31,train
8800503Z,1,Balaena mysticetus,Bowhead whale,88005,10000,3.308,0.0,-12.09,train
88005040,0,Balaena mysticetus,Bowhead whale,88005,10000,2.835,0.0,-15.84,train
88005041,0,Balaena mysticetus,Bowhead whale,88005,10000,3.276,0.0,-14.7,train
88005041,1,Balaena mysticetus,Bowhead whale,88005,10000,3.276,0.0,-2.3,train
88005042,0,Balaena mysticetus,Bowhead whale,88005,10000,3.748,0.0,10.77,train
88005042,1,Balaena mysticetus,Bowhead whale,88005,10000,3.748,0.0,12.69,train
88005043,0,Balaena mysticetus,Bowhead whale,88005,10000,4.221,0.0,-9.28,train
88005043,1,Balaena mysticetus,Bowhead whale,88005,10000,4.221,0.0,-8.68,train
88005043,2,Balaena mysticetus,Bowhead whale,88005,10000,4.221,0.0,5.69,train
88005044,0,Balaena mysticetus,Bowhead whale,88005,10000,3.78,0.0,-7.6,train
88005044,1,Balaena mysticetus,Bowhead whale,88005,10000,3.78,0.0,-10.27,train
88005045,0,Balaena mysticetus,Bowhead whale,88005,10000,4.914,0.0,-14.86,train
88005045,1,Balaena mysticetus,Bowhead whale,88005,10000,4.914,0.0,-26.22,train
88005045,2,Balaena mysticetus,Bowhead whale,88005,10000,4.914,0.0,-3.85,train
88005046,0,Balaena mysticetus,Bowhead whale,88005,10000,5.418,0.0,-11.06,train
88005046,1,Balaena mysticetus,Bowhead whale,88005,10000,5.418,0.0,-26.85,train
88005046,2,Balaena mysticetus,Bowhead whale,88005,10000,5.418,0.0,-19.96,train
88005046,3,Balaena mysticetus,Bowhead whale,88005,10000,5.418,0.0,10.53,train
88005047,0,Balaena mysticetus,Bowhead whale,88005,10000,4.316,0.0,-10.37,train
88005047,1,Balaena mysticetus,Bowhead whale,88005,10000,4.316,0.0,-17.39,train
88005047,2,Balaena mysticetus,Bowhead whale,88005,10000,4.316,0.0,-8.26,train
88005048,0,Balaena mysticetus,Bowhead whale,88005,10000,5.046,0.0,3.24,train
88005048,1,Balaena mysticetus,Bowhead whale,88005,10000,5.046,0.0,-3.85,train
88005048,2,Balaena mysticetus,Bowhead whale,88005,10000,5.046,0.0,16.85,train
88005048,3,Balaena mysticetus,Bowhead whale,88005,10000,5.046,0.0,30.38,train
88005049,0,Balaena mysticetus,Bowhead whale,88005,10000,4.283,0.0,-13.78,train
88005049,1,Balaena mysticetus,Bowhead whale,88005,10000,4.283,0.0,1.82,train
88005049,2,Balaena mysticetus,Bowhead whale,88005,10000,4.283,0.0,16.08,train
8800504A,0,Balaena mysticetus,Bowhead whale,88005,10000,5.445,0.0,-7.94,train
8800504A,1,Balaena mysticetus,Bowhead whale,88005,10000,5.445,0.0,-26.06,train
8800504A,2,Balaena mysticetus,Bowhead whale,88005,10000,5.445,0.0,-10.2,train
8800504A,3,Balaena mysticetus,Bowhead whale,88005,10000,5.445,0.0,19.27,train
8800504B,0,Balaena mysticetus,Bowhead whale,88005,10000,3.718,0.0,7.67,train
8800504B,1,Balaena mysticetus,Bowhead whale,88005,10000,3.718,0.0,3.07,train
8800504C,0,Balaena mysticetus,Bowhead whale,88005,10000,4.382,0.0,-12.26,train
8800504C,1,Balaena mysticetus,Bowhead whale,88005,10000,4.382,0.0,-10.19,train
8800504C,2,Balaena mysticetus,Bowhead whale,88005,10000,4.382,0.0,10.64,train
8800504D,0,Balaena mysticetus,Bowhead whale,88005,10000,4.85,0.0,-13.29,train
8800504D,1,Balaena mysticetus,Bowhead whale,88005,10000,4.85,0.0,-7.73,train
8800504D,2,Balaena mysticetus,Bowhead whale,88005,10000,4.85,0.0,15.97,train
8800504E,0,Balaena mysticetus,Bowhead whale,88005,10000,5.412,0.0,1.16,train
8800504E,1,Balaena mysticetus,Bowhead whale,88005,10000,5.412,0.0,-20.95,train
8800504E,2,Balaena mysticetus,Bowhead whale,88005,10000,5.412,0.0,13.47,train
8800504E,3,Balaena mysticetus,Bowhead whale,88005,10000,5.412,0.0,4.6,train
8800504F,0,Balaena mysticetus,Bowhead whale,88005,10000,4.482,0.0,-11.66,train
8800504F,1,Balaena mysticetus,Bowhead whale,88005,10000,4.482,0.0,-20.0,train
8800504F,2,Balaena mysticetus,Bowhead whale,88005,10000,4.482,0.0,1.37,train
8800504G,0,Balaena mysticetus,Bowhead whale,88005,10000,4.814,0.0,-2.1,train
8800504G,1,Balaena mysticetus,Bowhead whale,88005,10000,4.814,0.0,-19.17,train
8800504G,2,Balaena mysticetus,Bowhead whale,88005,10000,4.814,0.0,0.34,train
8800504H,0,Balaena mysticetus,Bowhead whale,88005,10000,6.414,0.0,11.85,train
8800504H,1,Balaena mysticetus,Bowhead whale,88005,10000,6.414,0.0,-18.85,train
8800504H,2,Balaena mysticetus,Bowhead whale,88005,10000,6.414,0.0,0.36,train
8800504H,3,Balaena mysticetus,Bowhead whale,88005,10000,6.414,0.0,-9.22,train
8800504H,4,Balaena mysticetus,Bowhead whale,88005,10000,6.414,0.0,5.74,train
8800504I,0,Balaena mysticetus,Bowhead whale,88005,10000,4.624,0.0,5.31,train
8800504I,1,Balaena mysticetus,Bowhead whale,88005,10000,4.624,0.0,11.76,train
8800504I,2,Balaena mysticetus,Bowhead whale,88005,10000,4.624,0.0,8.73,train
8800504J,0,Balaena mysticetus,Bowhead whale,88005,10000,4.48,0.0,-3.96,train
8800504J,1,Balaena mysticetus,Bowhead whale,88005,10000,4.48,0.0,-14.86,train
8800504J,2,Balaena mysticetus,Bowhead whale,88005,10000,4.48,0.0,-9.31,train
8800504K,0,Balaena mysticetus,Bowhead whale,88005,10000,6.158,0.0,-3.92,train
8800504K,1,Balaena mysticetus,Bowhead whale,88005,10000,6.158,0.0,10.33,train
8800504K,2,Balaena mysticetus,Bowhead whale,88005,10000,6.158,0.0,-5.55,train
8800504K,3,Balaena mysticetus,Bowhead whale,88005,10000,6.158,0.0,-24.71,train
8800504K,4,Balaena mysticetus,Bowhead whale,88005,10000,6.158,0.0,4.53,train
8800504L,0,Balaena mysticetus,Bowhead whale,88005,10000,5.191,0.0,24.87,train
8800504L,1,Balaena mysticetus,Bowhead whale,88005,10000,5.191,0.0,-12.98,train
8800504L,2,Balaena mysticetus,Bowhead whale,88005,10000,5.191,0.0,-8.3,train
8800504L,3,Balaena mysticetus,Bowhead whale,88005,10000,5.191,0.0,-7.79,train
8800504M,0,Balaena mysticetus,Bowhead whale,88005,10000,4.726,0.0,7.82,train
8800504M,1,Balaena mysticetus,Bowhead whale,88005,10000,4.726,0.0,-23.16,train
8800504M,2,Balaena mysticetus,Bowhead whale,88005,10000,4.726,0.0,11.23,train
8800504N,0,Balaena mysticetus,Bowhead whale,88005,10000,4.439,0.0,11.17,train
8800504N,1,Balaena mysticetus,Bowhead whale,88005,10000,4.439,0.0,16.48,train
8800504N,2,Balaena mysticetus,Bowhead whale,88005,10000,4.439,0.0,2.05,train
8800504O,0,Balaena mysticetus,Bowhead whale,88005,10000,8.512,0.0,-5.76,train
8800504O,1,Balaena mysticetus,Bowhead whale,88005,10000,8.512,0.0,10.51,train
8800504O,2,Balaena mysticetus,Bowhead whale,88005,10000,8.512,0.0,-8.47,train
8800504O,3,Balaena mysticetus,Bowhead whale,88005,10000,8.512,0.0,12.07,train
8800504O,4,Balaena mysticetus,Bowhead whale,88005,10000,8.512,0.0,23.42,train
8800504P,0,Balaena mysticetus,Bowhead whale,88005,10000,3.357,0.0,-34.27,train
8800504P,1,Balaena mysticetus,Bowhead whale,88005,10000,3.357,0.0,-8.34,train
8800504Q,0,Balaena mysticetus,Bowhead whale,88005,10000,2.123,0.0,5.58,train
8800504R,0,Balaena mysticetus,Bowhead whale,88005,10000,9.729,0.0,-3.07,train
8800504R,1,Balaena mysticetus,Bowhead whale,88005,10000,9.729,0.0,-9.8,train
8800504R,2,Balaena mysticetus,Bowhead whale,88005,10000,9.729,0.0,-16.17,train
8800504R,3,Balaena mysticetus,Bowhead whale,88005,10000,9.729,0.0,5.91,train
8800504R,4,Balaena mysticetus,Bowhead whale,88005,10000,9.729,0.0,-7.08,train
8800504S,0,Balaena mysticetus,Bowhead whale,88005,10000,4.376,0.0,14.61,train
8800504S,1,Balaena mysticetus,Bowhead whale,88005,10000,4.376,0.0,-21.98,train
8800504S,2,Balaena mysticetus,Bowhead whale,88005,10000,4.376,0.0,22.33,train
8800504T,0,Balaena mysticetus,Bowhead whale,88005,10000,6.327,0.0,23.82,train
8800504T,1,Balaena mysticetus,Bowhead whale,88005,10000,6.327,0.0,26.08,train
8800504T,2,Balaena mysticetus,Bowhead whale,88005,10000,6.327,0.0,11.29,train
8800504T,3,Balaena mysticetus,Bowhead whale,88005,10000,6.327,0.0,12.57,train
8800504T,4,Balaena mysticetus,Bowhead whale,88005,10000,6.327,0.0,-1.87,train
8800504U,0,Balaena mysticetus,Bowhead whale,88005,10000,2.83,0.0,-4.09,train
8800504V,0,Balaena mysticetus,Bowhead whale,88005,10000,3.23,0.0,-17.35,train
8800504V,1,Balaena mysticetus,Bowhead whale,88005,10000,3.23,0.0,7.17,train
8800504W,0,Balaena mysticetus,Bowhead whale,88005,10000,3.497,0.0,8.29,train
8800504W,1,Balaena mysticetus,Bowhead whale,88005,10000,3.497,0.0,-10.62,train
8800504X,0,Balaena mysticetus,Bowhead whale,88005,10000,1.859,0.141,26.12,train
8800504Y,0,Balaena mysticetus,Bowhead whale,88005,10000,2.328,0.0,3.96,train
8800504Z,0,Balaena mysticetus,Bowhead whale,88005,10000,4.83,0.0,-16.87,train
8800504Z,1,Balaena mysticetus,Bowhead whale,88005,10000,4.83,0.0,-18.97,train
8800504Z,2,Balaena mysticetus,Bowhead whale,88005,10000,4.83,0.0,4.33,train
88005050,0,Balaena mysticetus,Bowhead whale,88005,10000,4.775,0.0,-10.75,train
88005050,1,Balaena mysticetus,Bowhead whale,88005,10000,4.775,0.0,-18.75,train
88005050,2,Balaena mysticetus,Bowhead whale,88005,10000,4.775,0.0,23.25,train
88005051,0,Balaena mysticetus,Bowhead whale,88005,10000,4.885,0.0,-2.99,train
88005051,1,Balaena mysticetus,Bowhead whale,88005,10000,4.885,0.0,-14.26,train
88005051,2,Balaena mysticetus,Bowhead whale,88005,10000,4.885,0.0,0.53,train
88005052,0,Balaena mysticetus,Bowhead whale,88005,10000,4.223,0.0,-21.52,train
88005052,1,Balaena mysticetus,Bowhead whale,88005,10000,4.223,0.0,-11.98,train
88005052,2,Balaena mysticetus,Bowhead whale,88005,10000,4.223,0.0,9.39,train
88005053,0,Balaena mysticetus,Bowhead whale,88005,10000,6.652,0.0,12.09,train
88005053,1,Balaena mysticetus,Bowhead whale,88005,10000,6.652,0.0,-29.64,train
88005053,2,Balaena mysticetus,Bowhead whale,88005,10000,6.652,0.0,-14.63,train
88005053,3,Balaena mysticetus,Bowhead whale,88005,10000,6.652,0.0,4.3,train
88005053,4,Balaena mysticetus,Bowhead whale,88005,10000,6.652,0.0,-24.72,train
